Movie Year,Movie Runtime,Domestic Gross,IMDB Rating,RT Rating,Metacritic Rating,IMDB Vote Count,Release Month,Season,is_holiday_release,director_popularity,is_english,actor_popularity,writer_popularity,Language_Count,Country_Count,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Short,Sport,Thriller,War,Western
2008,91,94514402,3.9,41,41,26403,10,Fall,0,6,1,6,2,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,116,90570999,6.6,48,49,255879,6,Summer,0,10,1,27,7,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,108,70662220,6.2,47,50,247698,1,Winter,0,9,1,13,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017,126,39175066,6.7,31,41,238518,5,Spring,0,10,1,13,7,2,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,104,58422650,6.7,64,57,140098,7,Summer,0,15,1,17,11,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2006,97,82985708,6.3,79,68,47640,12,Winter,1,3,1,19,9,1,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,140,120277854,7.3,78,72,77696,7,Summer,0,3,1,14,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2013,116,53262560,6.6,44,47,183732,7,Summer,0,2,1,29,11,5,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,88,112719001,5.6,92,71,130235,3,Spring,0,7,1,13,6,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,110,90648202,6.4,29,44,101490,9,Fall,0,5,1,23,6,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2001,123,66845033,6.1,54,43,117204,3,Spring,0,9,1,34,1,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,97,41667116,6.4,72,60,37382,8,Summer,0,2,1,8,4,1,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,93,87039965,6.6,38,40,284501,10,Fall,0,3,1,3,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2007,94,50648679,6.2,24,41,209032,9,Fall,0,1,1,11,7,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1996,120,46351345,6.7,74,60,249428,11,Fall,1,5,1,30,7,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011,93,54712227,7.5,92,74,562809,4,Spring,0,2,1,28,1,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1992,87,57114049,5.7,31,52,78325,4,Spring,0,5,1,9,8,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,99,69772969,6.5,26,32,199365,6,Summer,0,2,1,34,3,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2023,96,67233054,6.5,84,69,152513,4,Spring,0,1,1,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014,83,59165787,5.9,44,48,20567,7,Summer,0,1,1,11,3,2,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,106,27367660,5.9,18,34,111972,10,Fall,0,2,1,18,10,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,107,57300280,5.9,46,39,23931,7,Summer,0,3,1,10,6,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,121,69030436,6.4,38,45,115166,8,Summer,0,1,1,10,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,100,71628180,6.2,63,57,194154,1,Winter,0,4,1,7,3,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1996,111,92027888,7.6,93,70,134193,11,Fall,1,2,1,12,10,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,104,50572589,6.5,63,59,109036,2,Winter,0,2,1,15,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2016,124,392248,4.8,64,49,913,8,Summer,0,3,0,4,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,99,106593296,7.3,85,81,119342,1,Winter,0,2,1,14,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,93,118594548,6.3,70,64,179762,3,Spring,0,8,1,16,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017,113,34393507,7.0,66,55,126506,10,Fall,0,7,1,4,3,2,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2004,76,50030461,5.4,52,50,27051,4,Spring,0,2,1,7,3,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,119,75072454,6.7,20,46,143057,9,Fall,0,4,1,7,4,7,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2011,118,84379584,7.4,79,68,585144,7,Summer,0,6,1,30,5,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020,124,70410000,7.1,64,57,264896,2,Winter,0,2,1,3,12,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2022,125,90230760,7.2,34,43,142584,7,Summer,0,1,1,7,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2021,86,40127371,6.1,82,50,8914,8,Summer,0,2,1,3,4,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,101,66023816,4.9,40,47,52047,6,Summer,0,1,1,11,10,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,119,39785027,6.6,21,43,259033,2,Winter,0,6,1,25,2,6,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,102,76233151,6.7,88,71,62499,8,Summer,0,1,1,7,3,1,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,132,85892546,8.2,94,72,980387,7,Summer,0,7,1,25,7,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2022,139,77191785,7.8,94,81,570853,4,Spring,0,2,1,7,2,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,82,28426747,5.0,12,37,48842,6,Summer,0,3,1,9,4,1,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,126,62362560,7.1,64,63,170920,11,Fall,1,10,1,18,2,5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018,105,722669,6.1,64,53,1391,11,Fall,1,1,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1998,178,44619100,7.2,46,43,277102,11,Fall,1,3,1,34,4,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2012,88,53885000,4.7,23,40,71608,10,Fall,0,6,1,3,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2005,129,46464023,6.0,27,47,110251,10,Fall,0,7,1,18,19,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017,124,85364450,5.9,51,44,116053,3,Spring,0,1,1,4,11,2,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,118,54544638,5.6,7,22,90569,12,Winter,1,6,1,11,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020,102,61555145,7.4,88,61,177113,1,Winter,0,2,1,11,5,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,91,73661010,6.7,74,68,144723,7,Summer,0,3,1,3,3,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,96,96520674,6.5,72,59,261687,7,Summer,0,5,1,13,8,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014,141,228984,6.4,71,61,3426,12,Winter,1,1,1,8,4,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1978,109,141600000,7.4,91,79,132055,7,Summer,0,4,1,6,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,98,59694580,5.8,15,38,120906,11,Fall,1,1,1,15,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2023,129,402786,6.792938775510203,64,66,190,9,Fall,0,2,0,7,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2006,99,70165972,4.8,5,34,47298,1,Winter,0,1,1,7,5,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,119,65807024,6.8,43,41,299905,4,Spring,0,13,1,30,4,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,117,63860942,6.6,33,45,94368,12,Winter,1,5,1,20,5,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,83,71308997,5.4,13,29,181299,7,Summer,0,4,1,10,8,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2001,114,70839203,6.0,49,48,148317,11,Fall,1,10,1,20,9,1,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,87,85417988,7.2,68,67,105987,11,Fall,1,2,1,5,4,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,135,50047179,6.3,64,45,38227,1,Winter,0,1,1,12,7,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1998,79,100494675,5.9,59,62,21050,11,Fall,1,2,1,4,5,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,118,51738905,8.0,84,69,257764,1,Winter,0,1,1,15,2,3,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,111,42868348,6.2,37,53,73243,3,Spring,0,4,1,29,5,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,125,110212700,6.2,84,75,144539,7,Summer,0,4,1,8,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,89,97685686,6.1,82,66,216463,8,Summer,0,4,1,21,3,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,122,115171585,6.2,91,71,41464,7,Summer,0,3,1,10,4,1,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,99,35074677,6.4,40,43,58841,7,Summer,0,1,1,3,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1993,114,50081992,6.3,63,66,23765,2,Winter,0,2,1,13,4,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2010,97,55675313,6.9,52,53,89052,9,Fall,0,10,1,7,3,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,94,58406347,7.1,83,61,139643,12,Winter,1,3,1,13,4,3,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,103,61979680,5.8,32,43,114037,2,Winter,0,7,1,24,6,4,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2007,93,63300095,5.9,18,36,169372,10,Fall,0,3,1,6,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2015,134,1415450,6.9,83,57,4358,12,Winter,1,2,0,3,4,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,81,60054530,5.9,68,54,155160,7,Summer,0,3,1,6,8,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,110,70978012,6.0,26,36,48678,5,Spring,0,2,1,25,4,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,120,138530565,8.1,89,92,450357,2,Winter,0,8,1,16,3,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1995,103,69684532,5.5,27,47,39019,7,Summer,0,9,1,21,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014,128,2589811,7.1,88,63,13484,7,Summer,0,1,0,7,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2001,102,93607673,5.7,33,44,61233,7,Summer,0,2,1,18,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014,104,82390774,6.4,19,30,141374,8,Summer,0,1,1,5,2,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,127,68967012,6.8,86,67,79212,10,Fall,0,2,1,5,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1999,139,81298265,7.4,85,76,258532,12,Winter,1,3,1,35,4,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1992,140,58883840,6.6,50,49,69748,5,Spring,0,15,1,42,3,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022,114,81641405,6.3,76,60,170995,1,Winter,0,4,1,16,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2007,96,82272442,7.2,85,74,178880,2,Winter,0,1,1,10,3,1,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,127,38634938,7.6,77,66,290311,8,Summer,0,7,1,5,11,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2013,115,25135965,6.7,50,49,263543,10,Fall,0,3,1,22,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2022,127,45630104,6.3,62,52,196641,2,Winter,0,7,1,10,8,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1993,130,50016394,6.5,42,44,168013,6,Summer,0,7,1,20,10,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,97,69488745,5.2,55,54,74091,7,Summer,0,1,1,3,5,4,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2013,126,5209580,7.8,88,83,104075,2,Winter,0,10,0,3,10,4,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,135,75982834,6.7,57,50,109373,8,Summer,0,8,1,34,7,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1997,89,65885767,4.9,41,37,115023,4,Spring,0,2,1,5,10,1,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1990,162,66761392,7.6,66,60,435371,12,Winter,1,5,1,16,5,5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,118,85911262,5.4,28,33,41457,12,Winter,1,5,1,25,5,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,101,746933,6.4,64,58,1321,11,Fall,1,1,0,6,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2023,128,803189,6.3,67,59,6610,2,Winter,0,1,1,8,1,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2000,113,115719751,7.8,71,48,237568,9,Fall,0,1,1,25,2,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,107,52503651,5.6,38,50,22904,9,Fall,0,4,1,20,3,5,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,101,46536687,5.3,29,32,40799,2,Winter,0,6,1,9,5,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,106,75658097,6.8,85,70,321940,9,Fall,0,7,1,39,1,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2010,110,67061228,5.5,13,22,135884,3,Spring,0,6,1,12,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009,102,64167069,6.4,57,48,222205,4,Spring,0,1,1,14,2,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,111,65537395,4.8,22,39,45444,10,Fall,0,5,1,4,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1998,130,69117629,5.2,27,43,75676,7,Summer,0,1,1,8,11,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010,90,45710178,5.5,9,24,113301,10,Fall,0,3,1,8,8,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2011,113,63686397,6.8,56,56,271966,2,Winter,0,7,1,15,3,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2014,105,50577412,6.2,55,57,139770,1,Winter,0,7,1,16,13,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2006,143,34302837,7.5,68,69,322031,11,Fall,1,3,1,32,3,8,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,138,31130999,7.5,78,71,88695,11,Fall,1,17,1,16,2,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2006,147,2223293,7.5,59,56,270976,1,Winter,0,4,1,7,4,1,5,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,115,51342000,7.1,85,65,216901,9,Fall,0,6,1,36,1,2,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,133,52474616,6.2,54,59,107907,9,Fall,0,8,1,14,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,113,95170481,5.8,26,43,92018,8,Summer,0,6,1,7,5,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2005,132,70511035,8.1,73,62,1203751,3,Spring,0,1,1,11,14,4,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1995,136,43182776,7.7,97,84,129569,1,Winter,0,6,1,16,5,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013,105,63914167,6.6,45,48,137660,11,Fall,1,9,1,38,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,78,97403112,4.2,20,36,51570,7,Summer,0,1,1,6,3,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,125,46212055,6.6,54,56,61051,9,Fall,0,17,1,14,3,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,130,57638006,5.9,49,47,132911,3,Spring,0,4,1,7,7,4,7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,156,63095253,8.0,85,57,341365,1,Winter,0,3,1,15,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,82,101149285,4.1,10,19,90110,11,Fall,1,1,1,17,7,1,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,99,43758684,6.1,64,51,24457,7,Summer,0,2,0,5,4,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,114,28782481,5.3,11,34,67329,12,Winter,1,1,1,5,8,3,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,86,38922972,6.6,59,64,98888,5,Spring,0,2,1,7,7,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,112,9575,6.7,88,65,2309,11,Fall,1,2,0,3,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,100,44671682,7.8,95,89,250999,1,Winter,0,1,1,12,1,2,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,130,70259870,7.8,89,81,502511,12,Winter,1,6,1,24,11,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,105,92002155,5.5,39,42,101617,10,Fall,0,5,1,12,13,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2007,104,71985628,6.8,79,64,301219,6,Summer,0,3,1,28,7,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
2012,157,95720716,7.4,91,95,324307,1,Winter,0,2,1,12,2,5,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2018,109,100478608,4.3,43,53,48525,3,Spring,0,1,1,11,6,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,96,51774002,4.3,18,34,128973,2,Winter,0,4,1,23,7,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1992,128,107533928,7.3,82,69,124006,7,Summer,0,2,1,34,4,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2021,123,1085714,6.9,64,66,1855,11,Fall,1,1,0,3,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011,110,20374484,5.7,26,35,113197,10,Fall,0,8,1,8,6,1,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,113,52411906,5.8,24,38,193307,12,Winter,1,1,1,8,8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2013,109,75612460,6.7,64,55,230657,8,Summer,0,3,1,37,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2008,116,66132884,5.2,64,38,33385,1,Winter,0,2,0,4,5,2,5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,112,91057006,6.2,64,45,66894,1,Winter,0,2,1,5,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2018,105,68549695,6.1,65,57,56865,9,Fall,0,1,1,22,2,1,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,136,37957682,7.1,58,55,160195,10,Fall,0,3,1,26,2,5,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,102,63313159,4.8,23,34,76690,6,Summer,0,5,1,12,6,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1998,120,70087718,7.1,58,47,311473,8,Summer,0,2,1,8,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2002,107,3115188,6.7,86,61,59492,1,Winter,0,1,0,4,5,1,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,109,81261177,7.2,92,82,340453,10,Fall,0,4,1,17,3,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1986,137,85160248,8.4,94,84,795745,7,Summer,0,6,1,7,9,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1992,117,70052444,5.6,49,45,32003,7,Summer,0,1,1,24,6,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1994,125,65002597,6.3,62,53,61145,6,Summer,0,6,1,19,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2005,164,47403685,7.5,79,74,245388,1,Winter,0,27,1,9,9,9,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2004,146,77911774,7.7,38,47,398021,4,Spring,0,10,1,33,4,2,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2023,127,72488072,5.9,78,61,105571,8,Summer,0,1,1,3,1,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017,150,56067069,7.8,92,73,30247,10,Fall,0,2,0,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2006,110,75628110,5.6,20,46,84747,7,Summer,0,10,1,19,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017,104,72110659,5.6,32,42,60048,11,Fall,1,4,1,8,10,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,101,41385278,7.1,93,75,194267,5,Spring,0,4,1,15,6,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012,172,27108272,7.4,66,55,378931,10,Fall,0,11,1,42,10,4,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
