Movie Year,Movie Runtime,Domestic Gross,IMDB Rating,RT Rating,Metacritic Rating,IMDB Vote Count,Release Month,Season,is_holiday_release,director_popularity,is_english,actor_popularity,writer_popularity,Language_Count,Country_Count,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Short,Sport,Thriller,War,Western
2000,104,261901880,6.4,49,46,310343,11,Fall,1,15,1,22,7,1,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,107,44898413,5.2,46,42,98880,1,Winter,0,4,1,17,3,6,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1995,81,141579773,6.7,58,58,207323,6,Summer,0,2,1,27,3,2,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,122,158848340,7.0,86,68,263069,7,Summer,0,6,1,12,6,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011,87,133110742,4.4,10,24,40910,12,Winter,1,5,1,4,16,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,110,134508551,6.7,71,64,417328,6,Summer,0,3,1,29,7,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1994,91,130531208,5.0,23,38,88279,5,Spring,0,5,1,6,6,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,90,188024361,7.5,96,82,620408,4,Spring,0,3,1,8,5,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2007,107,127807262,7.1,93,75,222127,11,Fall,1,2,1,16,1,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,83,155019340,6.7,75,67,194356,5,Spring,0,3,1,26,8,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,102,106580051,6.2,45,48,321446,3,Spring,0,1,1,8,8,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,121,184069126,5.4,41,54,271738,6,Summer,0,7,1,18,10,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,116,90759676,6.5,37,50,309099,5,Spring,0,5,1,24,4,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,166,127509326,7.8,72,70,711613,12,Winter,1,11,1,35,9,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2012,94,103887748,5.7,45,41,115042,2,Winter,0,4,1,15,5,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,136,134069511,7.4,67,58,366443,6,Summer,0,13,1,19,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016,103,45540830,5.9,35,42,151140,2,Winter,0,6,1,31,8,3,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,129,65075540,6.4,34,46,333462,6,Summer,0,7,1,31,5,3,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,100,551336,6.2,64,60,1870,9,Fall,0,2,0,4,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2005,106,154696080,5.7,27,40,352056,7,Summer,0,6,1,12,19,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,118,179870271,7.5,77,57,547741,5,Spring,0,27,1,19,11,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,119,125304276,6.5,57,52,208560,12,Winter,1,2,1,13,4,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1989,108,119361197,7.8,63,57,591143,11,Fall,1,15,1,15,7,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015,93,123087120,6.7,76,66,131461,11,Fall,1,2,1,5,3,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,135,108101214,7.8,95,91,262050,12,Winter,1,2,1,12,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2021,115,121626598,7.1,80,62,451278,8,Summer,0,11,1,16,5,3,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,112,191719337,7.0,84,71,418162,6,Summer,0,8,1,18,5,3,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,102,143740475,8.2,97,85,118582,9,Fall,0,2,1,8,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2000,108,166244045,7.0,85,73,363117,10,Fall,0,6,1,29,5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1988,104,156452370,7.7,96,83,222420,6,Summer,0,15,1,8,4,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,108,106954678,8.0,85,79,847805,12,Winter,1,4,1,10,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1995,127,101040643,8.6,84,65,1872142,9,Fall,0,11,1,22,3,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2000,130,182618434,6.5,64,48,182193,6,Summer,0,7,1,31,3,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,130,171015687,7.4,89,73,444373,5,Spring,0,3,1,28,6,8,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1986,97,174803506,6.6,89,62,119319,9,Fall,0,1,1,6,4,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,116,388490,5.7,64,48,1678,2,Winter,0,3,1,11,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2006,109,124740460,6.9,75,62,491226,6,Summer,0,4,1,14,4,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,108,89256424,6.0,13,26,208773,1,Winter,0,3,1,24,17,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014,95,76271832,7.3,97,77,142829,1,Winter,0,3,1,6,5,3,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,91,100138851,7.0,80,74,176180,6,Summer,0,6,1,8,7,2,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,96,137855863,6.8,52,55,132796,11,Fall,1,15,1,34,3,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,92,162994032,6.0,80,62,63436,2,Winter,0,2,1,12,17,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,125,169106725,6.8,89,75,315368,5,Spring,0,6,1,16,3,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,134,102516140,7.3,80,65,314725,6,Summer,0,9,1,13,14,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1993,195,96898818,9.0,98,95,1501081,2,Winter,0,27,1,24,6,5,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010,95,148415853,7.3,73,63,306575,11,Fall,1,3,1,30,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,130,85080171,8.2,77,69,616988,11,Fall,1,2,1,6,6,4,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,118,144731527,6.7,60,40,182778,5,Spring,0,8,1,34,16,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2010,140,105269730,6.6,43,53,289051,5,Spring,0,17,1,21,12,3,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,153,120540719,8.4,89,69,1652588,8,Summer,0,9,1,25,9,4,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1996,103,136189294,5.7,39,49,119306,11,Fall,1,3,1,8,6,2,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,112,137446368,7.5,86,68,575822,7,Summer,0,9,1,12,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1987,119,156645693,6.9,74,67,103409,9,Fall,0,3,1,17,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020,99,148974665,6.5,64,47,175100,2,Winter,0,3,1,10,7,3,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,103,131772187,4.0,5,20,177676,7,Summer,0,13,1,4,11,1,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,100,189528738,6.6,55,61,255844,11,Fall,1,15,1,30,8,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,108,163958031,6.8,45,48,374200,6,Summer,0,3,1,25,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2001,135,170742341,8.2,74,72,1012949,1,Winter,0,15,1,25,4,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1984,105,234760478,7.4,82,66,221275,12,Winter,1,3,1,18,2,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,124,172956409,6.5,79,62,215196,7,Summer,0,7,1,29,2,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,113,132422809,7.9,86,66,185576,11,Fall,1,1,1,17,4,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,103,85028192,6.6,68,51,327128,8,Summer,0,4,1,25,16,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2005,81,135386665,5.7,37,48,103888,11,Fall,1,3,1,7,4,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,139,148478011,7.7,86,67,325740,12,Winter,1,2,1,17,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1999,95,206040086,6.7,53,59,253709,6,Summer,0,6,1,11,6,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,130,165363234,7.9,97,82,802960,11,Fall,1,4,1,22,4,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,104,175936671,7.3,89,75,178963,2,Winter,0,2,1,13,9,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,131,81697192,6.3,49,43,287122,9,Fall,0,4,1,7,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016,107,26830068,5.5,38,49,103518,1,Winter,0,8,1,12,7,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2007,122,117154724,6.9,70,62,375011,6,Summer,0,7,1,39,5,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2010,98,148438600,5.5,9,27,121968,12,Winter,1,2,1,29,6,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008,96,114053579,6.8,90,67,236537,11,Fall,1,4,1,16,6,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,121,136492681,6.7,74,61,138746,11,Fall,1,15,1,29,4,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,116,152257509,5.6,46,39,106208,7,Summer,0,6,1,20,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009,129,255982860,7.6,66,53,367575,11,Fall,1,3,1,9,4,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017,120,838959,5.6,64,49,597,12,Winter,1,2,0,7,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014,126,124872350,7.6,81,69,411655,6,Summer,0,1,1,7,10,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2006,117,163566459,8.0,67,64,582792,12,Winter,1,2,1,30,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,97,103412758,7.2,74,58,199122,11,Fall,1,1,1,20,5,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,141,1388899,7.0,64,68,989,2,Winter,0,6,0,13,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,138,135189114,7.6,90,90,222418,12,Winter,1,27,1,7,3,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,113,170687518,7.2,87,81,247886,1,Winter,0,6,1,16,3,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2017,109,102092201,6.5,70,62,156375,8,Summer,0,4,1,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2018,102,68420120,5.8,48,51,138749,7,Summer,0,4,1,23,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,98,67349198,5.2,15,28,218448,2,Winter,0,3,1,23,6,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1998,87,120620254,7.7,92,72,327679,6,Summer,0,3,1,10,6,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,161,12391761,8.3,89,81,220511,12,Winter,1,1,1,7,3,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,116,100014699,7.0,30,41,467879,12,Winter,1,3,1,16,4,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2012,131,65422625,5.8,34,41,261505,5,Spring,0,4,1,17,9,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1997,86,181410615,6.9,83,70,342740,3,Spring,0,6,1,24,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,118,150201498,5.7,33,32,217068,8,Summer,0,4,1,16,5,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,99,83670083,5.7,26,37,198345,3,Spring,0,3,1,23,5,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,117,231178,6.7,64,66,673,7,Summer,0,2,0,6,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2007,92,131921738,5.6,37,45,283428,6,Summer,0,6,1,13,4,4,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,142,119654823,6.8,29,52,278980,12,Winter,1,27,1,24,8,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,118,140965156,6.792938775510203,64,63,170071,2,Winter,0,1,1,21,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1978,143,134478449,7.4,93,82,193771,12,Winter,1,8,1,10,11,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1985,91,127873716,6.9,39,40,233152,11,Fall,1,6,1,29,7,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1985,96,150415432,6.5,33,47,188162,5,Spring,0,2,1,23,14,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2010,96,60128566,5.8,21,37,182055,9,Fall,0,8,1,11,7,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2023,83,127630880,6.6,73,56,37961,12,Winter,1,2,1,7,15,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,131,120177084,6.1,64,54,294110,5,Spring,0,4,1,17,4,3,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,84,140035367,6.0,67,61,153861,12,Winter,1,5,1,14,7,2,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,103,153665036,6.6,49,46,141947,5,Spring,0,10,1,18,6,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,113,77041381,6.2,29,34,126514,5,Spring,0,3,1,16,7,1,5,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,105,127120029,6.4,74,51,159456,6,Summer,0,3,1,28,2,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011,127,85468508,7.1,60,56,366352,10,Fall,0,11,1,14,6,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008,86,154529439,6.8,79,71,153731,3,Spring,0,3,1,26,19,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,110,140295726,6.3,69,61,250141,6,Summer,0,3,1,36,7,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,97,160072261,7.2,91,71,296266,5,Spring,0,3,1,10,7,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2015,119,130179072,6.2,29,42,260833,3,Spring,0,6,1,9,16,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1989,93,140088813,5.9,56,51,88321,10,Fall,0,1,1,16,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,94,213307889,6.2,52,62,227105,7,Summer,0,6,1,13,6,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,105,243640120,7.8,95,71,465733,6,Summer,0,9,1,15,9,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,127,87242834,6.7,65,57,197018,9,Fall,0,17,1,24,5,1,4,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,104,157299718,7.3,82,64,666292,7,Summer,0,9,1,27,8,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017,108,84410380,6.7,70,58,66809,12,Winter,1,5,1,5,5,3,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,138,128012934,8.2,69,63,1521492,2,Winter,0,14,1,35,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1998,85,144156605,5.4,43,46,103722,6,Summer,0,2,1,16,6,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,91,126631277,6.1,49,54,185327,11,Fall,1,3,1,10,3,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,100,118311368,6.5,62,65,335986,7,Summer,0,6,1,16,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2009,88,119436770,5.1,21,41,51150,7,Summer,0,1,1,17,7,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,108,176241941,7.7,82,73,495603,7,Summer,0,6,1,23,6,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2023,109,137275620,5.4,32,33,108367,10,Fall,0,1,1,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2006,151,132399394,8.5,91,85,1460913,10,Fall,0,14,1,34,5,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2000,130,155464351,6.6,47,51,138928,7,Summer,0,15,1,26,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2018,111,59874525,5.6,42,44,131636,3,Spring,0,1,1,5,3,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010,146,95347692,4.5,16,27,85600,5,Spring,0,2,1,6,6,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017,103,40907738,7.8,99,88,102630,1,Winter,0,3,1,8,6,1,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,123,100317794,7.1,92,87,237384,1,Winter,0,2,1,7,2,1,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014,139,150947895,6.6,41,48,498577,3,Spring,0,3,1,17,5,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1988,117,128152301,7.1,73,47,229157,6,Summer,0,4,1,16,7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022,159,151040048,7.3,77,64,247008,6,Summer,0,5,1,30,8,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2005,119,209273411,7.0,75,64,382764,7,Summer,0,4,1,24,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2018,143,58032443,6.3,43,50,174395,1,Winter,0,4,1,7,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1995,100,100544179,6.2,52,49,151856,5,Spring,0,3,1,7,3,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,108,145103595,6.4,51,43,275286,8,Summer,0,1,1,11,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,115,184296230,6.4,66,63,173532,5,Spring,0,2,1,18,6,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1999,189,136801374,8.6,79,61,1455603,12,Winter,1,2,1,35,6,2,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,124,89107235,7.0,53,54,564812,4,Spring,0,3,1,50,7,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013,109,93050117,6.6,64,61,479671,8,Summer,0,4,1,26,3,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022,122,10932037,7.6,64,71,50293,4,Spring,0,3,1,4,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,127,130444603,6.6,52,39,175560,7,Summer,0,8,1,34,10,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,132,73078100,6.6,52,51,291061,3,Spring,0,4,1,13,7,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013,96,83028128,6.4,66,58,115240,7,Summer,0,2,1,21,8,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,124,46832867,7.4,96,91,87143,12,Winter,1,10,0,4,10,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,97,71543427,6.8,79,66,272401,4,Spring,0,2,1,14,12,1,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2010,103,67631157,6.0,20,37,261504,12,Winter,1,2,1,32,10,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016,117,138291365,7.3,79,63,578045,1,Winter,0,13,1,13,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2000,88,157019771,6.3,51,48,299646,7,Summer,0,4,1,10,8,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,124,142109382,5.8,48,48,189183,8,Summer,0,5,1,18,2,5,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,164,92071675,8.0,88,81,695699,10,Fall,0,6,1,26,7,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023,116,156248615,6.7,89,73,98104,3,Spring,0,1,1,8,5,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,135,113203870,6.6,56,61,320763,8,Summer,0,2,1,21,9,4,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014,92,111506430,6.8,81,59,80082,3,Spring,0,5,1,4,6,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,86,153322074,5.3,32,35,130160,6,Summer,0,6,1,5,9,1,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,150,182207973,7.3,89,87,277302,11,Fall,1,27,1,10,3,1,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018,119,58250803,6.3,52,48,232471,3,Spring,0,1,1,5,5,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,100,131168070,5.8,20,33,223482,6,Summer,0,4,1,13,5,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,103,103068524,6.4,42,45,370807,8,Summer,0,6,1,28,12,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
