Movie Runtime,Domestic Gross,IMDB Rating,RT Rating,Metacritic Rating,IMDB Vote Count,Release Month,Season,is_holiday_release,director_popularity,actor_popularity,writer_popularity,is_english,Language_Count,Country_Count,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Short,Sport,Thriller,War,Western
97,103412758,7.2,74,58,199122,11,0,1,1,20,5,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,3180651,7.0,64,67,989,2,3,0,6,13,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,135189114,7.6,90,90,222418,12,3,1,27,7,3,1,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
113,170687518,7.2,87,81,247886,1,3,0,6,16,3,1,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
109,102092201,6.5,70,62,156375,8,2,0,4,3,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
102,68420120,5.8,48,51,138749,7,2,0,4,23,2,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
98,67349198,5.2,15,28,218448,2,3,0,3,23,6,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
87,120620254,7.7,92,72,327679,6,2,0,3,10,6,1,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,12391761,8.3,89,82,220511,12,3,1,1,7,3,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,100014699,7.0,30,41,467879,12,3,1,3,16,4,1,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
131,65422625,5.8,34,41,261505,5,1,0,4,17,9,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
86,181410615,6.9,83,70,342740,3,1,0,6,24,2,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
118,150201498,5.7,33,32,217068,8,2,0,4,16,5,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
99,83670083,5.7,26,37,198345,3,1,0,3,23,5,1,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
117,343052,6.7,64,67,673,7,2,0,2,6,3,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
92,131921738,5.6,37,45,283428,6,2,0,6,13,4,1,4,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
142,119654823,6.8,29,52,278980,12,3,1,27,24,8,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,137174964,6.792938775510203,64,64,170071,2,3,0,1,21,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
143,134478449,7.4,93,82,193771,12,3,1,8,10,11,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91,127873716,6.9,39,40,233152,11,0,1,6,29,7,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
96,150415432,6.5,33,47,188162,5,1,0,2,23,14,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
96,60128566,5.8,21,37,182055,9,0,0,8,11,7,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
83,127630880,6.6,73,56,37961,12,3,1,2,7,15,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,120177084,6.1,64,54,294110,5,1,0,4,17,4,1,3,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
84,140035367,6.0,67,61,153861,12,3,1,5,14,7,1,2,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,153665036,6.6,49,46,141947,5,1,0,10,18,6,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,77041381,6.2,29,34,126514,5,1,0,3,16,7,1,1,5,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
105,127120029,6.4,74,51,159456,6,2,0,3,28,2,1,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
127,85468508,7.1,60,56,366352,10,0,0,11,14,6,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
86,154529439,6.8,79,71,153731,3,1,0,3,26,19,1,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,140295726,6.3,69,61,250141,6,2,0,3,36,7,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,160072261,7.2,91,71,296266,5,1,0,3,10,7,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
119,130179072,6.2,29,42,260833,3,1,0,6,9,16,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
93,140088813,5.9,56,51,88321,10,0,0,1,16,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,213307889,6.2,52,62,227105,7,2,0,6,13,6,1,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,243640120,7.8,95,71,465733,6,2,0,9,15,9,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
127,87242834,6.7,65,57,197018,9,0,0,17,24,5,1,1,4,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,157299718,7.3,82,64,666292,7,2,0,9,27,8,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
108,84410380,6.7,70,58,66809,12,3,1,5,5,5,1,3,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,128012934,8.2,69,63,1521492,2,3,0,14,35,4,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
85,144156605,5.4,43,46,103722,6,2,0,2,16,6,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
91,126631277,6.1,49,54,185327,11,0,1,3,10,3,1,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,118311368,6.5,62,65,335986,7,2,0,6,16,5,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
88,119436770,5.1,21,41,51150,7,2,0,1,17,7,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,176241941,7.7,82,73,495603,7,2,0,6,23,6,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
109,137275620,5.4,32,33,108367,10,0,0,1,5,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
151,132399394,8.5,91,85,1460913,10,0,0,14,34,5,1,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
130,155464351,6.6,47,51,138928,7,2,0,15,26,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
111,59874525,5.6,42,44,131636,3,1,0,1,5,3,1,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
146,95347692,4.5,16,27,85600,5,1,0,2,6,6,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
103,40907738,7.8,99,88,102630,1,3,0,3,8,6,1,1,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,100317794,7.1,92,87,237384,1,3,0,2,7,2,1,1,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
139,150947895,6.6,41,48,498577,3,1,0,3,17,5,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
117,128152301,7.1,73,47,229157,6,2,0,4,16,7,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
159,151040048,7.3,77,64,247008,6,2,0,5,30,8,1,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
119,209273411,7.0,75,64,382764,7,2,0,4,24,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
143,58032443,6.3,43,50,174395,1,3,0,4,7,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100,100544179,6.2,52,49,151856,5,1,0,3,7,3,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
108,145103595,6.4,51,43,275286,8,2,0,1,11,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,184296230,6.4,66,63,173532,5,1,0,2,18,6,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
189,136801374,8.6,79,61,1455603,12,3,1,2,35,6,1,2,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
124,89107235,7.0,53,54,564812,4,1,0,3,50,7,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
109,93050117,6.6,64,61,479671,8,2,0,4,26,3,1,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
122,10932037,7.6,64,72,50293,4,1,0,3,4,3,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,130444603,6.6,52,39,175560,7,2,0,8,34,10,1,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
132,73078100,6.6,52,51,291061,3,1,0,4,13,7,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
96,83028128,6.4,66,58,115240,7,2,0,2,21,8,1,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,46832867,7.4,96,91,87143,12,3,1,10,4,10,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,71543427,6.8,79,66,272401,4,1,0,2,14,12,1,1,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
103,67631157,6.0,20,37,261504,12,3,1,2,32,10,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
117,138291365,7.3,79,63,578045,1,3,0,13,13,11,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
88,157019771,6.3,51,48,299646,7,2,0,4,10,8,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,142109382,5.8,48,48,189183,8,2,0,5,18,2,1,5,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,92071675,8.0,88,81,695699,10,0,0,6,26,7,1,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
116,156248615,6.7,89,73,98104,3,1,0,1,8,5,1,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
135,113203870,6.6,56,61,320763,8,2,0,2,21,9,1,4,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
92,111506430,6.8,81,59,80082,3,1,0,5,4,6,1,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,153322074,5.3,32,35,130160,6,2,0,6,5,9,1,1,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,182207973,7.3,89,87,277302,11,0,1,27,10,3,1,1,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
119,58250803,6.3,52,48,232471,3,1,0,1,5,5,1,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100,131168070,5.8,20,33,223482,6,2,0,4,13,5,1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
103,103068524,6.4,42,45,370807,8,2,0,6,28,12,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
95,119793567,6.3,72,59,118613,9,0,0,2,6,12,1,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,128814019,5.7,64,64,126355,6,2,0,6,20,6,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
139,153952592,7.3,85,77,293730,12,3,1,4,39,2,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
147,138608444,6.6,24,38,278802,7,2,0,13,31,9,1,3,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,145794338,7.3,87,74,218785,6,2,0,7,4,4,1,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,130742922,8.6,95,86,1607965,2,3,0,3,23,6,1,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
102,162001186,6.0,10,30,288753,6,2,0,8,35,3,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,108133313,6.6,63,55,228881,6,2,0,4,9,13,1,1,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
97,150157400,6.3,72,68,334834,5,1,0,5,22,4,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,158348367,6.9,76,58,151972,6,2,0,4,40,8,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
110,150394119,7.0,48,44,500595,8,2,0,4,12,4,1,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,148095302,8.1,81,72,827967,1,3,0,17,11,3,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,94784201,5.1,10,34,136886,3,1,0,10,3,5,1,1,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,130164645,7.8,81,76,467226,11,0,1,17,34,5,1,3,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,86267073,5.6,51,47,68166,9,0,0,3,4,5,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
102,107518682,6.6,65,52,111631,5,1,0,3,11,5,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,65014513,6.0,30,52,182210,12,3,1,17,25,8,1,1,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,72091016,7.2,81,67,42323,10,0,0,2,3,5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
69,102247150,7.3,91,91,158410,8,2,0,8,3,3,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,104400899,7.2,85,73,174399,12,3,1,12,8,10,1,2,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,162924631,7.1,82,68,336744,6,2,0,17,20,10,1,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
117,106614059,6.0,34,35,80243,4,1,0,3,21,4,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
128,124728738,6.7,72,66,131290,12,3,1,6,15,4,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
108,40226215,6.0,27,44,124991,11,0,1,1,14,12,1,3,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
112,134806913,6.6,68,61,536381,6,2,0,7,8,22,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
135,88246220,6.3,45,56,216183,7,2,0,2,14,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
103,125618201,8.2,94,90,1253418,6,2,0,4,31,3,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,125305545,5.6,68,52,199799,11,0,1,5,16,11,1,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,63820180,7.6,71,52,519201,5,1,0,5,30,17,1,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
104,100499940,7.1,52,39,388359,12,3,1,7,21,5,1,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,53369749,8.5,99,97,1019758,11,0,1,1,3,2,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
84,128505958,7.4,90,89,456906,11,0,1,3,6,8,1,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,128200012,6.4,64,64,166746,3,1,0,5,17,9,1,3,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,76423035,6.3,51,46,213710,6,2,0,9,51,1,1,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,138930553,6.3,86,68,130708,6,2,0,1,5,6,1,2,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
169,180756269,8.0,64,76,23768,10,0,0,1,3,5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
113,119412921,7.5,82,60,364464,6,2,0,4,23,15,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
102,96093622,7.2,64,71,274907,11,0,1,4,11,4,1,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,62253077,6.2,70,54,201569,11,0,1,2,4,11,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
150,89302115,6.4,31,37,247593,7,2,0,9,26,20,1,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,127004179,7.0,81,72,372242,6,2,0,6,5,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
106,159342015,6.5,79,67,176232,10,0,0,5,12,11,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
127,1243810,5.9,56,48,4484,12,3,1,2,8,5,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,100830111,4.9,41,48,135454,6,2,0,5,21,9,1,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,140125968,6.2,17,44,189761,8,2,0,8,20,5,1,5,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,45950122,7.2,96,75,116141,9,0,0,1,8,3,1,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,362657,5.2,48,50,11639,1,3,0,1,17,1,1,2,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,84284252,5.5,28,37,181802,10,0,0,1,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
101,91956547,5.7,37,31,22625,5,1,0,3,32,5,1,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,114197520,6.6,43,44,285217,7,2,0,13,13,11,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
114,1302281,5.4,60,51,1934,9,0,0,2,5,1,0,3,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,125595205,7.4,85,73,230336,3,1,0,7,14,4,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,175084580,6.8,93,81,360358,3,1,0,3,6,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
98,1268207,6.3,64,59,2507,2,3,0,4,12,4,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
104,176196665,7.8,98,85,740263,2,3,0,3,4,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
115,143153751,7.0,64,53,170648,12,3,1,4,14,4,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,84049211,6.5,68,59,143458,5,1,0,4,23,13,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
95,63973821,5.6,48,47,44822,11,0,1,5,10,9,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,20186659,8.2,88,85,121001,4,1,0,3,8,9,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,63658910,6.9,97,83,137298,8,2,0,1,4,4,1,1,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,80001807,5.6,23,38,152771,6,2,0,7,14,6,1,3,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,168273550,5.9,14,27,125172,3,1,0,4,15,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,90559416,5.0,64,57,68935,10,0,0,2,9,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,99112101,7.3,83,74,264540,6,2,0,12,5,10,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,65845974,5.7,22,43,215497,6,2,0,1,18,5,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
110,171243005,7.6,95,80,362486,12,3,1,10,20,15,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
101,77047065,5.6,15,26,72911,1,3,0,2,24,4,1,2,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,45319423,6.5,43,52,113080,11,0,1,1,7,9,1,1,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,150117807,7.2,92,90,506035,12,3,1,5,29,4,1,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,7088075,6.1,64,50,137,7,2,0,1,4,8,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,111549836,7.3,71,67,264920,11,0,1,10,34,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
119,115821495,6.7,70,58,235042,12,3,1,5,39,6,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
135,60352285,7.6,64,55,555566,11,0,1,2,20,5,1,3,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
131,184178046,7.6,57,36,127558,7,2,0,1,5,2,1,2,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,75030163,5.1,64,37,131903,12,3,1,1,9,2,1,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,85336277,6.9,37,48,128243,11,0,1,2,12,9,1,4,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,97459240,6.8,88,64,64867,4,1,0,1,8,5,1,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,136381073,9.2,97,100,2090520,3,1,0,5,11,5,1,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,2019167,7.5,64,76,1393,7,2,0,2,3,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
136,94095523,6.8,84,62,202455,7,2,0,7,27,18,1,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,129128133,7.1,71,57,385673,10,0,0,9,9,12,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
81,140539099,6.5,86,80,298935,7,2,0,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
106,95011339,7.3,70,62,451847,11,0,1,13,46,11,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
109,880346,5.4,64,59,3732,2,3,0,3,4,8,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
107,127190327,7.3,67,41,424576,12,3,1,3,25,7,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,111048468,6.6,37,43,286705,1,3,0,13,35,11,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
101,133668525,5.4,8,19,175816,7,2,0,8,32,11,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,1291869,8.1,100,86,10136,7,2,0,1,3,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
